Cust_Id,American Beauty,The Wedding Planner,Pirates of the Caribbean: The Curse of the Black Pearl,50 First Dates,What Women Want,The Bourne Supremacy,Lord of the Rings: The Fellowship of the Ring,Braveheart,Ghost,Men in Black II,The Last Samurai,Bruce Almighty,Shrek 2,Finding Nemo (Widescreen),The Sixth Sense,The Italian Job,Beijing Bicycle,Pearl Harbor,Pulp Fiction,Forrest Gump,Lord of the Rings: The Two Towers,Swordfish,Spider-Man 2,Lost in Translation,The Rock,Twister,Mystic River,John Q,Double Jeopardy,Men in Black,Two Weeks Notice,Troy,Gladiator,The Patriot,Lethal Weapon 4,Kill Bill: Vol. 1,How to Lose a Guy in 10 Days,The Shawshank Redemption: Special Edition,The Matrix,Ocean's Eleven,Independence Day,The Day After Tomorrow,Sweet Home Alabama,Con Air,The Green Mile,The Fugitive,Titanic,Indiana Jones and the Last Crusade,National Treasure,The Terminal
1431356,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,3.5920915712799166,1.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0
1452127,2.0,4.0,5.0,3.0,3.0,5.0,,5.0,5.0,3.0,,5.0,4.0,3.0,4.0,2.0,3.8064171122994654,3.0,3.0,4.0,,3.0,5.0,,3.0,4.0,,4.0,4.0,4.0,3.0,,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,
1452669,2.0,3.0,5.0,5.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,2.817158931082982,2.0,3.0,2.0,,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0
1461435,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,,1.0,1.0,1.0,4.0,4.0,1.382615444315095,2.0,5.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,1.0,,4.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,5.0,2.0,3.0
1470123,2.0,,1.0,4.0,3.0,2.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,3.0322869955156952,2.0,1.0,5.0,1.0,,3.0,1.0,2.0,4.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,3.0,5.0,1.0,4.0
1473980,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,,3.1590656284760845,5.0,4.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0
1480900,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,3.56640625,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
1484157,2.0,1.0,5.0,,2.0,4.0,4.0,5.0,1.0,,4.0,1.0,5.0,5.0,5.0,3.0,3.1493598862019914,3.0,5.0,1.0,5.0,2.0,5.0,3.0,3.0,1.0,5.0,,,3.0,,,4.0,4.0,3.0,5.0,,4.0,5.0,4.0,3.0,,,3.0,5.0,5.0,1.0,5.0,,
1490538,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.395714285714286,4.0,4.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,5.0,5.0,5.0,5.0,5.0
1494683,5.0,5.0,4.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,5.0,4.0,3.286529680365297,3.0,5.0,3.0,,2.0,,,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0
1495111,5.0,,5.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,3.134642356241234,,5.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,,5.0,4.0,4.0,2.0,4.0,,2.0,4.0,4.0,4.0,5.0,4.0,4.0
1509395,5.0,3.0,5.0,5.0,4.0,4.0,2.0,4.0,,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.455245428296439,4.0,1.0,1.0,1.0,4.0,5.0,1.0,4.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
1515355,,,,4.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,,3.896678966789668,3.0,,4.0,5.0,,5.0,,,2.0,4.0,,,4.0,3.0,5.0,5.0,4.0,,5.0,,5.0,5.0,4.0,5.0,1.0,,,4.0,4.0,1.0,4.0,5.0,5.0
1516350,4.0,1.0,4.0,4.0,,4.0,5.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.078048780487805,2.0,5.0,3.0,5.0,2.0,,4.0,3.0,2.0,4.0,2.0,2.0,3.0,,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,,2.0,4.0,3.0,3.0,3.0,,3.0
1519378,5.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,,,4.0,4.0,4.0,4.0,4.0,3.395702775290958,1.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,2.0,5.0,,3.0,3.0,3.0,2.0,5.0,,3.0,4.0,2.0,5.0,5.0,4.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,3.0
1519692,,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,,5.0,5.0,4.0,3.699849170437406,4.0,,5.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0
1528604,5.0,2.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,2.873533246414602,3.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0
1532336,5.0,,4.0,2.0,2.0,4.0,5.0,4.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,2.6243213897937023,1.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,,2.0,4.0,3.0,3.0,3.0,4.0,3.0
1545709,5.0,,,,5.0,3.0,5.0,4.0,5.0,4.0,3.0,,,5.0,4.0,4.0,3.4,5.0,4.0,5.0,5.0,,,4.0,4.0,3.0,5.0,,4.0,5.0,4.0,,5.0,4.0,5.0,3.0,,5.0,5.0,4.0,5.0,3.0,,4.0,4.0,5.0,4.0,5.0,4.0,3.0
1548363,4.0,3.0,3.0,3.0,2.0,,3.0,1.0,1.0,,1.0,3.0,2.0,4.0,3.0,,2.5911047345767577,3.0,5.0,2.0,3.0,1.0,3.0,5.0,1.0,2.0,2.0,,1.0,3.0,3.0,3.0,4.0,1.0,1.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,,3.0,,3.0,3.0,2.0,1.0,4.0
1556831,1.0,2.0,3.0,1.0,,,2.0,1.0,5.0,3.0,,2.0,1.0,,,1.0,2.0407925407925407,,,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,,2.0,3.0,4.0,1.0,,3.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,5.0,,
1557557,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.1461077844311376,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0
1558286,4.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.7879656160458453,5.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0
1559083,3.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.1519756838905777,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0
1561134,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,3.5616083009079116,2.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,4.0,2.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0
1563935,1.0,,4.0,3.0,,1.0,1.0,3.0,3.0,,1.0,1.0,1.0,,3.0,,1.3950980392156862,3.0,5.0,5.0,1.0,,2.0,,,,,1.0,,4.0,,1.0,1.0,,,1.0,,,2.0,1.0,3.0,,,,5.0,4.0,,3.0,1.0,
1567202,5.0,1.0,3.0,,,2.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.8077403245942572,1.0,4.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,4.0,2.0,3.0
1567970,3.0,3.0,5.0,3.0,3.0,,5.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3.479140328697851,5.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,,4.0
1569593,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0102827763496145,4.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0
1582952,,4.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0932982917214193,5.0,5.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,,4.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0
1583631,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.6174698795180724,4.0,,4.0,5.0,4.0,5.0,3.0,3.0,5.0,4.0,,4.0,5.0,,4.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,,5.0,5.0,
1602153,4.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.606473594548552,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0
1612901,5.0,,4.0,,3.0,4.0,5.0,5.0,4.0,3.0,3.0,2.0,4.0,5.0,5.0,2.0,3.53719723183391,1.0,5.0,3.0,5.0,2.0,5.0,5.0,2.0,2.0,5.0,1.0,,4.0,,1.0,4.0,4.0,2.0,5.0,,5.0,4.0,3.0,3.0,1.0,,3.0,4.0,5.0,4.0,5.0,,3.0
1616870,5.0,2.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.6671001300390116,4.0,5.0,5.0,5.0,3.0,5.0,1.0,2.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0
1627955,4.0,1.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,2.1799761620977356,,4.0,5.0,5.0,3.0,3.0,5.0,3.0,,,,,3.0,3.0,4.0,5.0,,4.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,,3.0,4.0,4.0,3.0,5.0
1629440,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.266754270696452,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0
1639792,3.0,1.0,4.0,1.0,1.0,,4.0,5.0,1.0,3.0,2.0,1.0,,4.0,,2.0,1.356840077071291,1.0,5.0,1.0,5.0,1.0,,,3.0,1.0,5.0,1.0,2.0,3.0,2.0,,1.0,2.0,2.0,4.0,1.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,,
1640334,3.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,3.8140161725067387,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,,5.0,4.0,4.0,5.0,,3.0
1643146,4.0,3.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,3.0,,4.0,4.0,3.0,3.3379310344827586,3.0,5.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,4.0,2.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0
1645904,4.0,,5.0,2.0,4.0,4.0,2.0,,,3.0,4.0,2.0,3.0,,5.0,4.0,3.3538873994638068,3.0,5.0,3.0,,2.0,4.0,,4.0,4.0,,3.0,4.0,4.0,,4.0,3.0,4.0,3.0,1.0,3.0,1.0,,3.0,4.0,3.0,3.0,2.0,,4.0,2.0,,3.0,3.0
1650301,1.0,2.0,3.0,2.0,,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.973053892215569,3.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,,3.0,2.0,2.0
1660348,5.0,,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0641025641025643,3.0,5.0,4.0,5.0,2.0,5.0,5.0,4.0,3.0,4.0,,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0
1661344,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.088269454123113,5.0,3.0,5.0,5.0,4.0,5.0,,4.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,
1662714,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,3.352517985611511,5.0,5.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0
1663888,,,4.0,,,3.0,3.0,,2.0,,,,,3.0,3.0,,3.492651061513337,,4.0,,3.0,,4.0,4.0,,,,,,3.0,,,3.0,,,3.0,,3.0,3.0,,,,,,,4.0,4.0,5.0,,
1664010,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.257149666348904,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1673185,4.0,3.0,4.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,2.0,,4.0,4.0,3.0,2.8551470588235293,2.0,5.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,4.0,2.0,4.0
1675680,3.0,1.0,3.0,,,3.0,4.0,3.0,2.0,,,,3.0,,2.0,3.0,2.9319826338639654,,4.0,2.0,4.0,1.0,2.0,3.0,2.0,,2.0,,,3.0,,2.0,2.0,,,3.0,,3.0,3.0,3.0,1.0,3.0,,1.0,,3.0,2.0,2.0,2.0,2.0
1684232,5.0,,3.0,,,,4.0,5.0,2.0,3.0,4.0,2.0,,4.0,4.0,3.0,3.2438709677419353,,5.0,5.0,4.0,3.0,,3.0,3.0,,4.0,4.0,3.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,,5.0,3.0,5.0,3.0,3.0,,3.0,5.0,3.0,,4.0,3.0,4.0
1684416,4.0,1.0,3.0,,,,4.0,5.0,,,,,,3.0,4.0,,3.276410998552822,,5.0,,4.0,,,5.0,,2.0,,,,,,1.0,3.0,2.0,,4.0,,4.0,4.0,2.0,1.0,,2.0,,,,2.0,2.0,,3.0
1704223,1.0,2.0,5.0,,3.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,2.648793565683646,4.0,5.0,5.0,5.0,3.0,5.0,,3.0,2.0,,,3.0,5.0,1.0,2.0,5.0,3.0,3.0,5.0,,5.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,
1707198,,,,,2.0,,5.0,,,3.0,,3.0,4.0,4.0,5.0,,2.9927797833935017,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,5.0,,3.0,,3.0,,5.0,3.0,4.0,3.0,,,4.0,3.0,5.0,4.0,3.0,3.0
1710658,3.0,3.0,5.0,,4.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,3.069735951252539,4.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,4.0,,4.0,5.0,4.0,4.0,4.0,3.0,,4.0,5.0,3.0,5.0,5.0,5.0
1737149,,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,4.0,3.8002496878901373,4.0,5.0,5.0,5.0,4.0,5.0,,5.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0
1741099,4.0,,5.0,,5.0,4.0,5.0,4.0,5.0,4.0,5.0,3.0,,5.0,5.0,3.0,4.5038051750380514,4.0,5.0,5.0,5.0,3.0,3.0,,5.0,5.0,2.0,5.0,5.0,5.0,2.0,,3.0,4.0,5.0,5.0,,5.0,5.0,5.0,4.0,,,4.0,4.0,4.0,4.0,5.0,,5.0
1744889,4.0,2.0,3.0,3.0,2.0,,5.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,2.4534412955465585,1.0,3.0,1.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,,1.0,3.0,2.0,1.0,3.0,,1.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,2.0,,3.0,3.0,1.0,3.0,,1.0
1745107,4.0,3.0,5.0,5.0,4.0,,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,3.6795994993742176,4.0,4.0,5.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,,5.0
1757328,,4.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.408695652173913,,3.0,4.0,5.0,,5.0,1.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,
1762695,4.0,3.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.60778859527121,3.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,,5.0,,2.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,2.0,,1.0,2.0,5.0,4.0,4.0,4.0,,3.0
1771252,3.0,2.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,,3.0,4.0,2.9447058823529413,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,,3.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,4.0,4.0,4.0
1777406,3.0,1.0,4.0,,2.0,5.0,5.0,3.0,4.0,3.0,,2.0,5.0,1.0,5.0,,2.1648590021691976,1.0,3.0,3.0,5.0,4.0,,,3.0,2.0,,2.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,,,3.0,5.0,2.0,3.0,,2.0,2.0,4.0,,,4.0,,
1784150,4.0,1.0,4.0,4.0,2.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,3.266770670826833,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0
1785209,4.0,3.0,5.0,2.0,3.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,,3.0,4.0,3.0,3.4413012729844414,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
1788346,2.0,1.0,,,1.0,,1.0,2.0,2.0,1.0,,,,,1.0,,1.5777126099706744,1.0,4.0,1.0,,2.0,,,2.0,,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,,,
1792741,,,,,,5.0,5.0,5.0,2.0,4.0,,2.0,4.0,4.0,5.0,,2.6739130434782608,4.0,4.0,5.0,5.0,4.0,,,4.0,1.0,,1.0,3.0,4.0,3.0,,5.0,,2.0,,,3.0,3.0,,4.0,,,4.0,4.0,4.0,1.0,5.0,4.0,
1800701,5.0,,5.0,,,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.5,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0,5.0,5.0,4.0,5.0,,4.0,4.0,4.0,4.0,,,4.0,5.0,4.0,4.0,4.0,,4.0
1806515,3.0,,5.0,5.0,,3.0,5.0,4.0,,5.0,3.0,4.0,5.0,5.0,4.0,5.0,2.9705694177863085,,4.0,4.0,5.0,3.0,4.0,,4.0,3.0,3.0,,,5.0,,5.0,5.0,5.0,4.0,4.0,,4.0,4.0,5.0,5.0,3.0,,4.0,4.0,5.0,3.0,5.0,5.0,
1816884,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,3.0,,4.0,4.0,5.0,5.0,5.0,5.0,3.428745432399513,5.0,5.0,5.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,4.0
1818059,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,4.0,2.0,3.510362694300518,4.0,,5.0,5.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,
1819462,4.0,2.0,5.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,2.128060263653484,3.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,,4.0,1.0,2.0,5.0,4.0,3.0,1.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,5.0,2.0,2.0
